CreditScore,DTIRatio,Income,MonthsEmployed,Education,EmploymentType,LoanPurpose,ActualDefault,PredictedPD,LR_RiskDecile,Approved
819,0.15,121818,99,Master's,Self-employed,Home,0,0.03643699402609105,1,1
435,0.5,80742,89,High School,Unemployed,Business,0,0.1324442523861176,7,1
340,0.62,126000,53,High School,Part-time,Education,0,0.11503927561268017,6,1
313,0.8,126027,45,Bachelor's,Unemployed,Business,0,0.14651393631090903,8,1
731,0.58,123077,13,Bachelor's,Part-time,Business,0,0.12336948814771362,7,1
703,0.11,77902,9,Bachelor's,Self-employed,Business,1,0.1531661249076257,8,1
400,0.85,87611,69,High School,Unemployed,Business,0,0.1636058667818536,9,0
642,0.51,66346,61,Master's,Unemployed,Business,0,0.1366298818030522,8,1
801,0.15,71346,27,High School,Self-employed,Auto,0,0.1357592454711486,7,1
573,0.6,39880,28,Master's,Self-employed,Auto,0,0.18182702781256893,9,0
676,0.28,115442,55,Master's,Self-employed,Home,0,0.06344966674281563,2,1
467,0.85,127196,62,High School,Full-time,Other,0,0.08146143597222542,3,1
346,0.35,130599,67,Bachelor's,Part-time,Auto,0,0.08658007636639113,4,1
444,0.81,46358,56,PhD,Unemployed,Business,0,0.19033040720076225,10,0
695,0.62,80758,58,Bachelor's,Part-time,Education,0,0.11450095364938467,6,1
387,0.4,77874,62,Master's,Part-time,Education,0,0.11769847966263319,6,1
437,0.2,54948,55,Bachelor's,Self-employed,Other,0,0.1427405240288468,8,1
379,0.73,34987,75,High School,Full-time,Education,0,0.14755304669318242,8,1
593,0.88,127556,53,High School,Full-time,Business,0,0.08671986009317378,4,1
590,0.69,40873,29,Master's,Self-employed,Home,0,0.15778481984164197,9,0
812,0.1,29510,77,PhD,Full-time,Home,0,0.0693052017714486,2,1
522,0.12,43366,69,High School,Self-employed,Education,0,0.1394934494149643,8,1
845,0.57,141838,97,PhD,Full-time,Business,0,0.033709262413070144,1,1
529,0.28,139172,104,PhD,Full-time,Home,0,0.029861116077457343,1,1
590,0.21,135826,16,High School,Full-time,Education,0,0.0875591391990095,4,1
438,0.14,92391,46,Master's,Full-time,Business,0,0.09128625307813222,4,1
747,0.69,55139,25,Master's,Full-time,Home,0,0.11012508135507493,6,1
836,0.73,101006,0,PhD,Part-time,Home,0,0.1125278972612352,6,1
376,0.65,148729,4,High School,Self-employed,Business,0,0.14457984842191912,8,1
612,0.41,107896,53,High School,Self-employed,Business,0,0.10733155121396347,5,1
524,0.5,135108,71,Master's,Full-time,Education,0,0.05266821428520042,1,1
538,0.88,16169,27,Bachelor's,Self-employed,Other,0,0.2492178254059065,10,0
472,0.4,141475,75,High School,Part-time,Business,0,0.07903959091474803,3,1
796,0.76,42317,19,Bachelor's,Part-time,Business,0,0.20561952994173044,10,0
403,0.36,76297,20,High School,Self-employed,Business,0,0.19253709954873272,10,0
624,0.69,147861,49,Bachelor's,Part-time,Auto,0,0.08066670069478912,3,1
532,0.71,96753,27,High School,Unemployed,Auto,0,0.17967412188500484,9,0
352,0.47,18782,56,Master's,Unemployed,Business,1,0.22798910437670442,10,0
356,0.52,73179,50,High School,Unemployed,Home,0,0.1636971126303702,9,0
342,0.1,114854,62,Bachelor's,Part-time,Other,0,0.09386683767422935,4,1
678,0.12,49813,8,PhD,Unemployed,Education,0,0.18665746443864611,9,0
546,0.84,132850,78,PhD,Full-time,Business,0,0.05597167319911189,1,1
336,0.57,94902,68,Master's,Unemployed,Education,0,0.12242124391835134,7,1
605,0.17,48133,39,High School,Full-time,Business,0,0.14248335700077097,8,1
489,0.65,29631,1,Bachelor's,Part-time,Home,0,0.24484103010355698,10,0
304,0.81,72063,59,Bachelor's,Part-time,Education,0,0.16046191272361535,9,0
576,0.24,99972,115,Bachelor's,Unemployed,Home,0,0.06039773569643987,2,1
486,0.88,133253,30,Bachelor's,Self-employed,Education,0,0.11523264455090858,6,1
504,0.38,85177,111,High School,Full-time,Education,0,0.06462444719777236,2,1
439,0.33,76424,54,Master's,Full-time,Auto,0,0.09609908497234329,5,1
700,0.74,76013,27,High School,Unemployed,Business,0,0.19722097751512424,10,0
746,0.36,146021,87,Bachelor's,Unemployed,Auto,0,0.05808121629811745,1,1
541,0.18,135456,16,Bachelor's,Self-employed,Business,0,0.10841155222953924,6,1
342,0.12,95389,91,Master's,Part-time,Business,0,0.08304024538658789,3,1
766,0.63,128687,100,Bachelor's,Part-time,Other,0,0.053882268672064755,1,1
710,0.26,77257,77,Bachelor's,Part-time,Business,0,0.09643214362931972,5,1
495,0.12,109946,82,Bachelor's,Self-employed,Auto,0,0.07377014761724743,3,1
653,0.67,73600,68,PhD,Self-employed,Home,0,0.08498053829098688,4,1
309,0.51,145831,0,Master's,Part-time,Other,0,0.12632557254215193,7,1
764,0.69,117907,71,Bachelor's,Unemployed,Education,0,0.08785650206388194,4,1
447,0.65,90699,79,Master's,Full-time,Home,0,0.06521464544217208,2,1
309,0.56,136559,19,High School,Part-time,Other,1,0.13885110428069586,8,1
444,0.43,66775,109,Bachelor's,Self-employed,Business,0,0.0961838675776805,5,1
798,0.37,26906,66,High School,Self-employed,Business,0,0.15217183141323568,8,1
430,0.46,67869,29,High School,Unemployed,Education,0,0.21260904004748188,10,0
601,0.67,25466,44,PhD,Self-employed,Business,0,0.18083805966586505,9,0
454,0.69,45600,94,High School,Full-time,Education,1,0.11161566924538413,6,1
568,0.2,20801,101,Master's,Part-time,Education,0,0.11073250751560378,6,1
361,0.28,79105,5,Master's,Full-time,Other,0,0.1418987501018384,8,1
614,0.83,22399,36,Bachelor's,Full-time,Other,0,0.1786084622544361,9,0
811,0.88,38286,20,Bachelor's,Full-time,Auto,0,0.16510014778004214,9,0
646,0.19,111477,18,High School,Self-employed,Other,0,0.12005878032511239,6,1
392,0.43,25860,25,Master's,Full-time,Auto,0,0.18110415564698013,9,0
564,0.14,30468,111,High School,Unemployed,Auto,0,0.12826304997280807,7,1
353,0.12,114578,92,PhD,Unemployed,Business,0,0.07879930312064784,3,1
367,0.89,89146,20,Bachelor's,Unemployed,Home,0,0.18638566436483367,9,0
384,0.46,111557,18,Master's,Self-employed,Auto,0,0.1295233371674228,7,1
599,0.11,73957,99,PhD,Part-time,Home,0,0.06054623255217832,2,1
736,0.35,16847,55,Bachelor's,Part-time,Auto,0,0.16838871699125887,9,0
607,0.16,81216,53,Bachelor's,Full-time,Other,1,0.0875834555846622,4,1
440,0.82,24411,8,Master's,Part-time,Business,0,0.27887676881826085,10,0
666,0.7,74790,117,Bachelor's,Self-employed,Auto,0,0.07508789844587105,3,1
428,0.71,28894,28,Bachelor's,Unemployed,Business,0,0.28365992945837454,10,0
414,0.72,31760,3,High School,Self-employed,Auto,1,0.2933536087034129,10,0
694,0.18,22459,81,Master's,Full-time,Education,0,0.09333336792326118,4,1
664,0.16,86165,109,Master's,Part-time,Education,0,0.059215827188710116,2,1
325,0.67,100028,72,Master's,Unemployed,Other,0,0.11730763746671623,6,1
656,0.37,49744,5,High School,Unemployed,Auto,0,0.24530888403624468,10,0
834,0.82,26916,87,Master's,Full-time,Home,0,0.08030355874640781,3,1
308,0.3,28675,33,PhD,Unemployed,Other,0,0.228021200053083,10,0
834,0.78,90049,31,PhD,Unemployed,Other,0,0.12644748069488726,7,1
658,0.39,126990,6,High School,Part-time,Other,0,0.1273627101943388,7,1
824,0.6,140502,94,Bachelor's,Full-time,Other,0,0.038461752161185914,1,1
563,0.28,46929,87,Master's,Full-time,Auto,0,0.08333126077522952,3,1
357,0.84,97298,60,High School,Unemployed,Auto,0,0.1600250947051412,9,0
456,0.82,149236,96,Master's,Full-time,Auto,0,0.04389984190101548,1,1
613,0.69,40198,69,High School,Unemployed,Education,0,0.18175684483992113,9,0
793,0.47,17644,85,High School,Part-time,Auto,0,0.1420806871656973,8,1
836,0.66,121501,69,Master's,Self-employed,Home,0,0.053660757019543565,1,1
357,0.67,56011,73,PhD,Unemployed,Business,0,0.16009785439027507,9,0
300,0.41,98330,87,Master's,Self-employed,Education,0,0.08487370213956365,4,1
532,0.3,29719,12,Master's,Unemployed,Education,0,0.23986190467780594,10,0
374,0.69,142046,60,Master's,Part-time,Education,0,0.08118092987416524,3,1
575,0.69,16861,7,High School,Self-employed,Home,0,0.25294614831632406,10,0
474,0.19,141238,100,Bachelor's,Part-time,Auto,0,0.05347502932596564,1,1
414,0.25,47247,118,Bachelor's,Part-time,Business,0,0.10385437474101285,5,1
491,0.22,111345,65,High School,Unemployed,Other,0,0.10870959975198188,6,1
732,0.47,126198,44,PhD,Part-time,Business,0,0.08001297518667887,3,1
319,0.8,136056,114,PhD,Full-time,Education,0,0.04357561174423868,1,1
302,0.5,124262,37,PhD,Unemployed,Home,0,0.10679215880721747,5,1
718,0.58,130557,79,Bachelor's,Unemployed,Other,0,0.0743871353235239,3,1
561,0.5,71972,115,Bachelor's,Part-time,Home,0,0.07017231486194071,2,1
681,0.54,119121,73,High School,Part-time,Education,0,0.08124598734368031,3,1
568,0.14,46568,101,Bachelor's,Self-employed,Home,0,0.08335645806003246,3,1
319,0.17,136074,69,Master's,Full-time,Auto,0,0.05612357420422334,1,1
686,0.67,133964,89,Master's,Part-time,Home,0,0.047216397685496514,1,1
455,0.17,103023,50,PhD,Part-time,Other,0,0.09369276219651593,4,1
818,0.34,41746,4,Bachelor's,Part-time,Auto,0,0.19719198061647364,10,0
609,0.66,147032,17,Bachelor's,Self-employed,Business,0,0.1071308045142486,5,1
550,0.19,129209,100,PhD,Part-time,Business,0,0.05117245167312304,1,1
317,0.28,42340,60,Bachelor's,Unemployed,Auto,0,0.19423675888015676,10,0
568,0.58,20463,64,Bachelor's,Part-time,Business,0,0.18728706461637995,9,0
747,0.48,72593,31,High School,Full-time,Other,0,0.1188124256466649,6,1
304,0.3,83102,5,High School,Part-time,Auto,1,0.21073224569458035,10,0
333,0.15,98751,86,Bachelor's,Unemployed,Business,0,0.10838675772919712,6,1
570,0.84,32785,111,Master's,Part-time,Auto,0,0.1110139145224469,6,1
729,0.58,73420,97,Bachelor's,Unemployed,Education,0,0.09817736863322675,5,1
784,0.15,87350,82,PhD,Part-time,Other,0,0.0650832586062192,2,1
308,0.11,38728,17,PhD,Full-time,Business,0,0.1742246879455525,9,0
509,0.48,67806,44,Master's,Unemployed,Home,0,0.13685818760248442,8,1
594,0.64,55488,96,Master's,Full-time,Auto,0,0.07822856322169296,3,1
805,0.73,56236,90,Bachelor's,Full-time,Home,0,0.06918210516850952,2,1
589,0.82,51722,29,High School,Full-time,Auto,0,0.16903570238994986,9,0
842,0.56,18638,70,High School,Part-time,Home,0,0.13607713159303525,7,1
811,0.69,113109,44,High School,Unemployed,Home,0,0.10220789231729692,5,1
626,0.25,139126,9,Bachelor's,Part-time,Auto,0,0.1060288594653909,5,1
425,0.77,39624,7,Bachelor's,Part-time,Home,1,0.23469821492200982,10,0
453,0.55,110704,53,PhD,Full-time,Other,0,0.07516654458739977,3,1
517,0.31,39451,55,Master's,Part-time,Other,1,0.14633852314177104,8,1
469,0.35,139648,84,Master's,Full-time,Home,0,0.03890171622143003,1,1
457,0.75,63804,86,Master's,Unemployed,Education,0,0.12886278777043406,7,1
688,0.79,137088,77,High School,Self-employed,Other,0,0.07007536533573644,2,1
447,0.36,100165,72,PhD,Self-employed,Auto,0,0.08279001771165884,3,1
422,0.6,90728,62,Master's,Full-time,Business,1,0.0924100537896504,4,1
717,0.33,81011,108,Bachelor's,Self-employed,Home,0,0.05783373694108056,1,1
837,0.68,110265,72,Master's,Full-time,Education,0,0.053930082118784084,1,1
529,0.12,56626,54,Bachelor's,Full-time,Business,0,0.11522101906684977,6,1
800,0.56,84200,34,Master's,Self-employed,Business,0,0.1157081133236311,6,1
742,0.41,121030,30,Master's,Self-employed,Home,0,0.07426895259751176,3,1
309,0.41,127347,22,High School,Full-time,Other,0,0.11093206702562854,6,1
643,0.58,102377,83,Bachelor's,Unemployed,Education,0,0.09383876711146351,4,1
779,0.64,48812,52,Master's,Full-time,Business,0,0.10975383170497302,6,1
401,0.84,59448,108,Master's,Part-time,Auto,0,0.10415618133250501,5,1
693,0.11,49744,57,Master's,Full-time,Other,0,0.09049087109017936,4,1
349,0.58,70525,0,High School,Self-employed,Other,1,0.23552304294338114,10,0
556,0.47,76374,104,Bachelor's,Self-employed,Home,0,0.07149530932743546,2,1
659,0.2,30552,48,High School,Self-employed,Business,0,0.1769057841878687,9,0
798,0.42,113220,59,PhD,Part-time,Education,0,0.06948470436588931,2,1
770,0.63,64841,78,Bachelor's,Unemployed,Business,0,0.12684653291328174,7,1
643,0.86,95848,36,PhD,Unemployed,Business,1,0.1422131415314754,8,1
663,0.63,66762,67,PhD,Part-time,Business,0,0.11204596751512469,6,1
536,0.74,102650,31,Master's,Self-employed,Auto,0,0.12180253575177785,7,1
585,0.6,92900,85,PhD,Self-employed,Home,0,0.06550195328260437,2,1
486,0.23,84316,15,Master's,Full-time,Auto,0,0.11728796515085918,6,1
403,0.7,48486,109,PhD,Part-time,Education,0,0.10362357398038075,5,1
404,0.13,116883,17,Master's,Self-employed,Auto,1,0.11423641300187454,6,1
688,0.11,47866,27,Bachelor's,Full-time,Home,0,0.1127217870977618,6,1
725,0.12,26174,23,PhD,Self-employed,Business,0,0.17174951982994877,9,0
366,0.15,58047,56,PhD,Unemployed,Home,0,0.13006639228884898,7,1
637,0.74,24559,44,Bachelor's,Unemployed,Education,0,0.22520586882777127,10,0
613,0.25,36614,81,PhD,Unemployed,Education,0,0.12624742467298983,7,1
808,0.33,123307,32,High School,Self-employed,Other,0,0.09220765253459655,4,1
384,0.73,75050,4,Master's,Self-employed,Business,0,0.2058480932439809,10,0
765,0.88,88092,1,Master's,Unemployed,Education,0,0.1783793761964926,9,0
659,0.56,141504,49,Bachelor's,Full-time,Business,0,0.06601743320122776,2,1
849,0.19,115045,55,High School,Part-time,Business,0,0.08421513004397943,4,1
691,0.4,17288,13,High School,Part-time,Business,1,0.2603332150186265,10,0
710,0.48,20932,49,High School,Unemployed,Auto,1,0.21596757975876243,10,0
463,0.35,93492,98,PhD,Self-employed,Home,1,0.059244381096243325,2,1
590,0.62,79835,40,High School,Self-employed,Auto,0,0.1476082200020727,8,1
603,0.48,15095,27,High School,Unemployed,Other,0,0.2718808108847896,10,0
562,0.44,143790,26,Bachelor's,Part-time,Home,0,0.08392286641101282,4,1
650,0.74,119468,60,High School,Full-time,Business,0,0.08081640947459115,3,1
626,0.31,104357,114,High School,Full-time,Education,0,0.049221022697956626,1,1
310,0.21,137337,89,High School,Unemployed,Other,0,0.08272199715304987,3,1
833,0.47,43891,54,High School,Part-time,Auto,0,0.14648136803601325,8,1
601,0.77,81815,62,Master's,Part-time,Other,0,0.109284987704625,6,1
489,0.74,32268,49,High School,Unemployed,Business,1,0.2504020437029946,10,0
476,0.43,106634,18,PhD,Part-time,Auto,0,0.12591543377525902,7,1
578,0.84,23982,40,High School,Unemployed,Education,1,0.26007145199754933,10,0
326,0.88,89298,56,Bachelor's,Self-employed,Auto,0,0.1426859128119509,8,1
686,0.54,115302,62,High School,Unemployed,Home,0,0.09054500460509686,4,1
399,0.8,86488,9,High School,Unemployed,Home,0,0.21040607426283836,10,0
703,0.65,42865,54,PhD,Full-time,Home,0,0.09396111988838372,4,1
681,0.6,126540,7,Master's,Part-time,Education,0,0.11229407683447569,6,1
668,0.43,66261,12,Bachelor's,Self-employed,Business,0,0.17860552195975912,9,0
528,0.78,91088,71,Bachelor's,Self-employed,Auto,0,0.10789984926517206,6,1
314,0.78,44135,33,High School,Unemployed,Home,0,0.242576409808595,10,0
312,0.36,70809,38,Bachelor's,Self-employed,Auto,1,0.16507935499062046,9,0
623,0.14,25605,41,Bachelor's,Unemployed,Other,0,0.19992781327257564,10,0
575,0.48,77739,45,Master's,Part-time,Auto,0,0.12319503991542115,7,1
612,0.66,92208,117,Master's,Part-time,Auto,0,0.06305309785316053,2,1
379,0.67,128478,56,High School,Part-time,Business,0,0.11536214956740533,6,1
648,0.25,45164,46,High School,Full-time,Education,0,0.1296843018818603,7,1
509,0.37,69487,107,PhD,Unemployed,Home,0,0.07677573127304516,3,1
489,0.7,145640,116,Bachelor's,Self-employed,Other,0,0.04882490185638117,1,1
381,0.89,50280,41,PhD,Part-time,Other,1,0.18221165034392134,9,0
709,0.5,138290,92,PhD,Unemployed,Education,0,0.0543734448962046,1,1
330,0.27,40043,15,Bachelor's,Unemployed,Home,0,0.23485011334571612,10,0
707,0.52,149051,54,PhD,Full-time,Business,0,0.04986913024182403,1,1
643,0.65,128823,25,Master's,Unemployed,Home,0,0.09854434934147198,5,1
379,0.46,124234,80,Bachelor's,Self-employed,Education,0,0.0788949438572566,3,1
537,0.43,97207,91,Master's,Unemployed,Home,0,0.07342467805396599,3,1
349,0.44,21556,87,Master's,Self-employed,Home,0,0.12577331268628467,7,1
471,0.63,106479,117,High School,Part-time,Business,0,0.07728709482219771,3,1
498,0.32,136281,50,Bachelor's,Self-employed,Home,0,0.07105346363826721,2,1
617,0.57,113132,69,Bachelor's,Unemployed,Auto,0,0.09914810245013571,5,1
490,0.15,70903,41,Master's,Part-time,Other,0,0.12772947784449948,7,1
536,0.4,22818,45,High School,Unemployed,Auto,0,0.2369186682120546,10,0
491,0.34,146163,106,PhD,Full-time,Auto,0,0.0340868926077504,1,1
807,0.31,143320,58,Master's,Self-employed,Home,0,0.04613310820737546,1,1
731,0.3,49024,13,PhD,Part-time,Home,0,0.14087772427012515,8,1
672,0.48,23153,43,Bachelor's,Part-time,Education,0,0.1874480964462197,9,0
723,0.53,100272,36,High School,Part-time,Education,0,0.12200508745149684,7,1
517,0.79,100269,88,PhD,Self-employed,Home,1,0.06645103002469999,2,1
781,0.53,121953,96,PhD,Part-time,Education,0,0.04958646074880383,1,1
431,0.86,18440,14,PhD,Self-employed,Business,0,0.26671219820090464,10,0
317,0.83,62525,92,Master's,Unemployed,Auto,1,0.13880067063125773,8,1
789,0.68,140477,76,Bachelor's,Full-time,Auto,0,0.04765292743593818,1,1
764,0.65,38929,54,Master's,Unemployed,Business,0,0.1675043024071082,9,0
642,0.58,85529,102,Master's,Full-time,Other,0,0.05568090477759316,1,1
415,0.8,122707,48,Bachelor's,Unemployed,Home,0,0.11337976144535555,6,1
474,0.75,59780,109,High School,Part-time,Auto,0,0.11391039690821908,6,1
366,0.66,37027,64,High School,Part-time,Business,0,0.20451291422723689,10,0
800,0.46,132981,108,Bachelor's,Self-employed,Home,0,0.03788880801568927,1,1
360,0.85,72448,42,Master's,Full-time,Business,0,0.13684342364577803,8,1
371,0.16,121285,32,PhD,Full-time,Education,0,0.07907532977102329,3,1
534,0.34,129742,87,High School,Self-employed,Other,0,0.06685453104432933,2,1
382,0.33,100811,107,Bachelor's,Self-employed,Home,0,0.06252884460154264,2,1
363,0.51,65741,72,Bachelor's,Unemployed,Home,0,0.13535147293341712,7,1
650,0.69,128939,2,Master's,Unemployed,Education,0,0.13677228931984933,8,1
695,0.59,43960,0,Master's,Unemployed,Education,0,0.2326678287723538,10,0
498,0.46,61223,40,Master's,Full-time,Auto,0,0.11955985032889725,6,1
597,0.86,21509,31,Bachelor's,Unemployed,Education,0,0.2626939438539889,10,0
454,0.86,30651,61,Bachelor's,Full-time,Home,0,0.1361002018139152,7,1
741,0.6,108183,88,High School,Unemployed,Auto,0,0.0882299501617768,4,1
849,0.69,142972,90,Bachelor's,Full-time,Auto,0,0.03993410250812431,1,1
811,0.85,34185,20,Master's,Part-time,Business,0,0.19960186047725786,10,0
503,0.72,63665,107,Master's,Self-employed,Auto,0,0.08942867804726637,4,1
703,0.34,44659,115,PhD,Unemployed,Other,0,0.08715329871858207,4,1
576,0.69,69400,11,Master's,Unemployed,Education,0,0.19997046177531763,10,0
351,0.17,90423,102,High School,Unemployed,Home,0,0.08841151109415282,4,1
391,0.34,47403,25,Master's,Full-time,Business,0,0.1605902828014499,9,0
697,0.31,73817,39,Bachelor's,Part-time,Other,0,0.1282232626996395,7,1
532,0.44,33831,112,Bachelor's,Full-time,Home,0,0.07549165170814656,3,1
393,0.35,83180,91,Bachelor's,Part-time,Home,0,0.08427756611150125,4,1
398,0.55,107401,75,High School,Unemployed,Auto,0,0.12064839774577907,7,1
795,0.7,111572,56,Bachelor's,Full-time,Other,0,0.06948858570677045,2,1
573,0.62,33188,79,PhD,Full-time,Education,0,0.10260648333948198,5,1
380,0.73,69556,33,Bachelor's,Full-time,Business,1,0.1575690172215746,9,0
825,0.74,32472,37,High School,Part-time,Home,0,0.16768447710711054,9,0
848,0.46,69039,60,Master's,Self-employed,Education,1,0.09376579077830383,4,1
720,0.75,92069,25,PhD,Self-employed,Education,0,0.11852460820671613,6,1
827,0.24,113270,30,Bachelor's,Full-time,Auto,0,0.07481752842638056,3,1
333,0.37,47308,57,PhD,Part-time,Education,0,0.15080378142170417,8,1
385,0.31,77355,17,Master's,Part-time,Business,0,0.17238090646835358,9,0
813,0.15,65679,2,High School,Self-employed,Education,1,0.1683349416411493,9,0
767,0.17,141718,44,High School,Unemployed,Other,0,0.08538076141489868,4,1
645,0.36,48006,14,Bachelor's,Full-time,Education,1,0.15624338438266694,8,1
421,0.15,20936,32,Bachelor's,Self-employed,Business,0,0.2239562903435284,10,0
762,0.16,34579,50,Master's,Unemployed,Other,0,0.1490776769730763,8,1
468,0.48,49085,97,Bachelor's,Self-employed,Education,0,0.11356462956365504,6,1
399,0.43,146046,70,PhD,Full-time,Auto,0,0.05065104333992497,1,1
647,0.3,113812,48,PhD,Part-time,Home,0,0.06983413877437088,2,1
813,0.39,105053,43,Bachelor's,Part-time,Business,0,0.10023524454285608,5,1
490,0.83,109561,9,High School,Self-employed,Business,0,0.17766352397170665,9,0
808,0.57,139781,69,PhD,Part-time,Auto,0,0.05435054929414127,1,1
458,0.76,109238,74,PhD,Part-time,Business,0,0.09136881025937256,4,1
576,0.21,89208,112,PhD,Unemployed,Home,0,0.058137103102948874,1,1
569,0.8,149733,47,Master's,Unemployed,Education,0,0.08901974948622593,4,1
552,0.89,86231,78,Master's,Unemployed,Business,0,0.12075174905165272,7,1
343,0.74,84388,113,Bachelor's,Part-time,Other,0,0.09171258462101332,4,1
692,0.28,143864,93,Master's,Full-time,Auto,0,0.03452769669308449,1,1
416,0.13,27887,76,Bachelor's,Self-employed,Home,0,0.12807051710369793,7,1
736,0.52,78419,94,Master's,Part-time,Education,0,0.07476365626096636,3,1
422,0.71,114675,7,PhD,Full-time,Business,1,0.11998667042896367,6,1
648,0.23,111440,81,High School,Full-time,Business,0,0.06305765574711207,2,1
611,0.49,137365,42,High School,Full-time,Home,0,0.06397154405617281,2,1
731,0.41,115755,69,PhD,Self-employed,Education,0,0.06309650176635197,2,1
337,0.16,57778,88,Bachelor's,Part-time,Education,0,0.11842777615690776,6,1
340,0.23,34309,87,High School,Unemployed,Home,0,0.1521885193600671,8,1
381,0.78,137790,62,High School,Self-employed,Auto,0,0.09715747325532505,5,1
388,0.2,147572,117,High School,Unemployed,Other,0,0.05747132360064434,1,1
400,0.23,20526,24,High School,Part-time,Business,0,0.26631931330584696,10,0
805,0.48,15320,89,High School,Self-employed,Education,0,0.13403588860593119,7,1
815,0.32,46158,101,High School,Unemployed,Auto,0,0.11112876800868209,6,1
782,0.88,147389,5,Bachelor's,Unemployed,Business,0,0.13186216548086654,7,1
703,0.25,79712,67,PhD,Unemployed,Other,0,0.09704042372389336,5,1
759,0.73,143841,9,Bachelor's,Full-time,Other,0,0.08295552367028931,3,1
614,0.62,100297,84,PhD,Self-employed,Home,1,0.06158355721914806,2,1
796,0.69,134075,3,Bachelor's,Full-time,Other,0,0.09053128702581233,4,1
492,0.25,122128,4,Master's,Full-time,Auto,0,0.0974304190169083,5,1
557,0.53,15827,115,Master's,Unemployed,Education,0,0.12860536236747136,7,1
702,0.41,98086,40,Master's,Full-time,Business,0,0.08327338650976035,3,1
469,0.57,72711,90,PhD,Unemployed,Business,0,0.11377695621870926,6,1
429,0.84,40987,109,Master's,Unemployed,Other,0,0.13089658968281093,7,1
593,0.66,119020,9,Master's,Unemployed,Education,0,0.14272408294922628,8,1
612,0.84,105085,53,Bachelor's,Unemployed,Education,0,0.12729846720341492,7,1
469,0.36,97127,51,Master's,Part-time,Home,0,0.09099775246901315,4,1
363,0.26,53906,103,High School,Full-time,Education,0,0.09264497883042291,4,1
507,0.21,28367,32,PhD,Self-employed,Home,0,0.1524127642556502,8,1
562,0.67,122810,72,PhD,Part-time,Education,0,0.07231911303690958,3,1
845,0.35,22186,27,High School,Unemployed,Home,1,0.19743576072920183,10,0
514,0.62,57696,13,High School,Self-employed,Education,0,0.21648068615551777,10,0
716,0.47,112141,114,High School,Unemployed,Education,0,0.06737606402561701,2,1
328,0.5,28163,83,PhD,Part-time,Home,0,0.127399627206109,7,1
580,0.39,115833,115,PhD,Full-time,Other,0,0.0376434729680815,1,1
346,0.51,56507,73,PhD,Self-employed,Education,0,0.1242630679091536,7,1
550,0.74,130369,20,Master's,Full-time,Auto,0,0.08813878749893131,4,1
848,0.48,19730,75,Master's,Full-time,Education,0,0.09797955982937154,5,1
422,0.35,73994,50,Master's,Full-time,Other,0,0.10126011664672746,5,1
752,0.18,51440,102,High School,Self-employed,Auto,0,0.0897366539931275,4,1
556,0.75,140585,49,PhD,Self-employed,Auto,0,0.07635468686932187,3,1
845,0.6,98218,73,PhD,Unemployed,Auto,0,0.08173455583872243,3,1
612,0.69,69569,48,PhD,Unemployed,Other,0,0.1433067941608011,8,1
394,0.19,59166,106,Bachelor's,Part-time,Business,0,0.10452702203287713,5,1
650,0.49,102359,55,Bachelor's,Full-time,Home,0,0.06776868624793217,2,1
759,0.12,33139,72,High School,Part-time,Other,0,0.13016356765610776,7,1
499,0.14,113722,34,High School,Unemployed,Other,0,0.133011642587005,7,1
703,0.75,67420,43,PhD,Part-time,Home,0,0.11131115861568197,6,1
449,0.64,30114,85,High School,Self-employed,Education,0,0.16049839715649847,9,0
763,0.74,47362,51,Master's,Part-time,Business,0,0.1454052830867579,8,1
546,0.23,47766,68,PhD,Part-time,Home,0,0.101569230358664,5,1
742,0.24,31375,80,PhD,Full-time,Other,0,0.08334724199158351,3,1
550,0.7,82446,112,PhD,Self-employed,Home,0,0.059460188328431265,2,1
738,0.34,117970,41,PhD,Unemployed,Auto,0,0.09171496274540866,4,1
395,0.78,48621,53,Bachelor's,Part-time,Home,1,0.16209844536107157,9,0
363,0.78,25489,84,High School,Full-time,Home,0,0.1310853796606783,7,1
363,0.71,63716,32,Bachelor's,Self-employed,Business,1,0.1994672816022391,10,0
564,0.68,97964,95,PhD,Self-employed,Business,1,0.07392669466728449,3,1
715,0.8,99308,105,Bachelor's,Self-employed,Home,0,0.058604446180221086,1,1
532,0.34,18324,6,Master's,Unemployed,Home,1,0.23950327019177614,10,0
423,0.31,98052,103,Bachelor's,Unemployed,Other,0,0.08773365822038025,4,1
696,0.59,20736,84,Bachelor's,Part-time,Auto,0,0.14291766077179408,8,1
628,0.63,74019,2,Bachelor's,Part-time,Home,0,0.16801757051838714,9,0
416,0.44,104150,36,Bachelor's,Full-time,Auto,0,0.10446930334273029,5,1
549,0.85,142151,32,PhD,Unemployed,Other,0,0.10475777115402789,5,1
487,0.86,15895,77,Master's,Unemployed,Home,0,0.16936993811439452,9,0
355,0.53,97825,30,Bachelor's,Part-time,Other,1,0.15078864935693853,8,1
802,0.13,142285,49,Master's,Full-time,Other,0,0.044794559479759084,1,1
764,0.81,140655,92,Master's,Unemployed,Other,0,0.057555428674873566,1,1
848,0.68,147137,63,Bachelor's,Self-employed,Education,0,0.05963718820824898,2,1
779,0.78,138761,85,PhD,Self-employed,Education,0,0.04945920333426527,1,1
538,0.9,93551,91,High School,Self-employed,Education,0,0.09865007831266988,5,1
